"","SP500","FTSE100"
"2258",1413.79,2230.28
"2259",1419.56,2246.41
"2260",1420.04,2253.12
"2261",1376.79,2233.55
"2262",1335.36,2164.67
"2263",1357.38,2095.06
"2264",1338.37,2051.18
"2265",1333.07,2141.75
"2266",1314.63,2130.69
"2267",1299.44,2073.31
"2268",1333.23,2128.26
"2269",1351.27,2223.74
"2270",1347.41,2202.77
"2271",1361.97,2224.09
"2272",1418.81,2231.98
"2273",1430.92,2265.86
"2274",1439,2241.46
"2275",1441.09,2318.42
"2276",1449.3,2298.45
"2277",1460.93,2308.74
"2278",1450.36,2303.09
"2279",1452.6,2310.1
"2280",1443.14,2354.12
"2281",1447.15,2337.66
"2282",1471.51,2366.2
"2283",1488.78,2401.46
"2284",1506.31,2440.66
"2285",1505.32,2431.09
"2286",1516.15,2483.65
"2287",1536.85,2420.47
"2288",1546.7,2425.4
"2289",1532.29,2401.69
"2290",1529.92,2401.02
"2291",1520.04,2420.68
"2292",1515.75,2408.36
"2293",1526.71,2414.67
"2294",1540.51,2436.09
"2295",1545.21,2432.65
"2296",1552.4,2419.96
"2297",1563.52,2478.39
"2298",1578.37,2527.6
"2299",1611.84,2585.95
"2300",1604.87,2563.8
"2301",1610.28,2544.79
"2302",1610.28,2576.89
"2303",1617.95,2584.12
"2304",1579.02,2540.57
"2305",1594.87,2449.26
"2306",1589.77,2435.88
"2307",1561.16,2461.94
"2308",1597.27,2468.93
"2309",1612.18,2466.97
"2310",1603.69,2484.21
"2311",1606.68,2507.85
"2312",1581.65,2503.95
"2313",1583.92,2451.5
"2314",1549.63,2449.08
"2315",1579.02,2459.07
"2316",1577.87,2491.52
"2317",1602.47,2515.78
"2318",1613.41,2540.83
"2319",1633.56,2600.41
"2320",1634.58,2585.72
"2321",1668.5,2614.7
"2322",1665.45,2596.31
"2323",1665.45,2596.31
"2324",1664.39,2596.31
"2325",1687.03,2630.59
"2326",1673.66,2604.49
"2327",1670.01,2604.49
"2328",1670.01,2604.49
"2329",1668.52,2603.49
"2330",1691.25,2638.36
"2331",1729.08,2722.77
"2332",1725.64,2701.7
"2333",1732.92,2722.04
"2334",1717.69,2694.71
"2335",1684.57,2671.95
"2336",1677.73,2590.69
"2337",1647.57,2577.43
"2338",1689.82,2630.95
"2339",1689.82,2711.95
"2340",1701.71,2669.28
"2341",1708.09,2703.82
"2342",1678.93,2666.92
"2343",1665.39,2595.62
"2344",1677.34,2604.58
"2345",1702.26,2606.66
"2346",1690.08,2602.56
"2347",1720.44,2600.84
"2348",1739.84,2611.24
"2349",1730.81,2663.01
"2350",1715.91,2663.27
"2351",1729.84,2631.06
"2352",1697.91,2630.94
"2353",1685.58,2593.45
"2354",1691.8,2584.53
"2355",1654.24,2560.17
"2356",1664.64,2555.89
"2357",1706.25,2608.29
"2358",1673.77,2635.86
"2359",1673.77,2668.24
"2360",1689.75,2706.06
"2361",1665.68,2692.68
"2362",1683.84,2691.14
"2363",1686.48,2671.77
"2364",1731.32,2692.61
"2365",1730.05,2730.45
"2366",1706.03,2798.05
"2367",1694.83,2753.2
"2368",1685.77,2739.26
"2369",1682.86,2694.85
"2370",1668.37,2695.03
"2371",1671.74,2689.27
"2372",1697.76,2712.89
"2373",1737.05,2759.15
"2374",1747.04,2764.87
"2375",1743.11,2778.26
"2376",1752.75,2779.96
"2377",1767.93,2821.92
"2378",1763.74,2798.1
"2379",1781.02,2766.2
"2380",1779.83,2764.03
"2381",1768.27,2736.69
"2382",1793.85,2724.97
"2383",1770.34,2746.78
"2384",1767.26,2744.46
"2385",1719.76,2703.31
"2386",1728.57,2683.77
"2387",1757.75,2714.23
"2388",1747.95,2738.43
"2389",1785.5,2791.16
"2390",1772.79,2796.17
"2391",1753.21,2810.09
"2392",1763.31,2825.58
"2393",1763.31,2825.58
"2394",1800.67,2825.58
"2395",1796.34,2864.06
"2396",1808.97,2890.47
"2397",1832.34,2874.68
"2398",1838.3,2890.29
"2399",1852.35,2877.22
"2400",1840.4,2909.35
"2401",1811.29,2900.63
"2402",1803.68,2888.38
"2403",1798.42,2868.05
"2404",1758.19,2913.98
"2405",1780.94,2826.5
"2406",1821.88,2822.56
"2407",1852.86,2868.45
"2408",1850.18,2874.91
"2409",1854.53,2909.26
"2410",1858.29,2949.53
"2411",1842.22,2951.83
"2412",1831.52,2906.58
"2413",1821.11,2930.99
"2414",1847.63,2930.99
"2415",1816.78,2922.69
"2416",1838.08,2863.87
"2417",1817.39,2866.08
"2418",1835.06,2843.46
"2419",1829.16,2840.23
"2420",1850.16,2853.4
"2421",1861.97,2837.68
"2422",1866.87,2888.46
"2423",1826.31,2818.58
"2424",1828.67,2760.1
"2425",1820.36,2778.29
"2426",1835.33,2805.28
"2427",1828.05,2850.7
"2428",1816.41,2843.95
"2429",1784.14,2831.63
"2430",1753.79,2799.04
"2431",1781.84,2793.42
"2432",1750.19,2776.71
"2433",1778.1,2788.69
"2434",1778.1,2788.69
"2435",1767.8,2800.14
"2436",1768.92,2823.52
"2437",1775.4,2844.29
"2438",1813.97,2850.07
"2439",1823.29,2874.3
"2440",1799.87,2883.04
"2441",1801.79,2892.67
"2442",1780.19,2870.43
"2443",1768.04,2906.91
"2444",1768.56,2883.8
"2445",1778.36,2893.26
"2446",1818.4,2917.32
"2447",1831.45,2912.26
"2448",1835.48,2927.6
"2449",1843.93,2952
"2450",1826,2939.07
"2451",1822.17,2913.97
"2452",1798.55,2878.19
"2453",1797.91,2886.59
"2454",1820.09,2873.28
"2455",1847.59,2829.02
"2456",1876.78,2834.15
"2457",1888.15,2910.57
"2458",1902.18,2911.93
"2459",1902.18,2957.09
"2460",1898.15,2969.93
"2461",1909.13,2959.52
"2462",1907.28,2941.54
"2463",1919.4,2943.9
"2464",1913.69,2936.74
"2465",1906.19,2891.94
"2466",1912.54,2904.29
"2467",1928.21,2949.99
"2468",1940.76,2944.72
"2469",1925.55,2909.65
"2470",1883.76,2868.48
"2471",1886.86,2840.58
"2472",1861.83,2826.19
"2473",1856.31,2785.65
"2474",1843.75,2768.95
"2475",1864.38,2811.01
"2476",1868.05,2826.44
"2477",1835.02,2745.79
"2478",1818.18,2797.14
"2479",1817.27,2823.26
"2480",1809.3,2806.36
"2481",1786.51,2799.53
"2482",1798.11,2739.44
"2483",1780.06,2748.15
"2484",1776.68,2755.32
"2485",1754.33,2688.71
"2486",1782.85,2704.94
"2487",1777.75,2767.41
"2488",1818.25,2808.69
"2489",1822.53,2810.69
"2490",1840.88,2779.6
"2491",1825.56,2795.53
"2492",1812.98,2757.76
"2493",1830.82,2786.09
"2494",1863.18,2850.67
"2495",1867.68,2847.49
"2496",1892.87,2872.03
"2497",1865.79,2878.54
"2498",1847.12,2874.59
"2499",1814.11,2874.59
"2500",1809.19,2816.6
"2501",1824.2,2830.01
"2502",1807.83,2793.67
"2503",1860.15,2855.25
"2504",1860.15,2876.57
"2505",1851.01,2846.71
"2506",1842.56,2821.47
"2507",1847.37,2824.64
"2508",1852.85,2793.25
"2509",1842.96,2783.51
"2510",1832.23,2759.59
"2511",1807.17,2737.81
"2512",1807.98,2713.86
"2513",1831.23,2725.23
"2514",1831.41,2733.77
"2515",1793.09,2689
"2516",1797.15,2669.4
"2517",1755.88,2694.58
"2518",1751.7,2680.1
"2519",1759.86,2745.68
"2520",1758.77,2713.43
"2521",1739.92,2719.51
"2522",1759.59,2723.66
"2523",1759.76,2696.96
"2524",1789.71,2734.98
"2525",1785.32,2749.27
"2526",1818.61,2755.15
"2527",1808,2801.66
"2528",1833.22,2801.18
"2529",1832.11,2817.91
"2530",1801.69,2790.82
"2531",1764.1,2763.03
"2532",1761.18,2729.6
"2533",1711.77,2669.91
"2534",1721,2652.78
"2535",1730.87,2709.06
"2536",1769.55,2714.92
"2537",1761.58,2684.49
"2538",1786.36,2738.53
"2539",1775.35,2716.21
"2540",1759.27,2753.75
"2541",1779.72,2732.64
"2542",1842.8,2779.38
"2543",1870.94,2827.57
"2544",1858.86,2840.68
"2545",1850.13,2826.23
"2546",1860.28,2839.26
"2547",1870.88,2862.09
"2548",1881.33,2873.52
"2549",1890.81,2882.21
"2550",1875.07,2909.84
"2551",1886.51,2915.04
"2552",1897.5,2962.28
"2553",1917.72,2944.26
"2554",1915.47,2956.09
"2555",1950.83,2978.42
"2556",1938.22,2966.07
"2557",1957.87,2963.84
"2558",1953.84,2932.84
"2559",1952.41,2915.16
"2560",1930.1,2956.88
"2561",1947.21,2969.36
"2562",1947.21,3024.11
"2563",1946.72,3025.03
"2564",1934.94,3028.89
"2565",1908.97,2985.83
"2566",1921.49,3007.92
"2567",1937.07,3011.41
"2568",1970.42,3051.46
"2569",1956.76,3030.8
"2570",1937.34,3015.81
"2571",1930.24,2997
"2572",1936.09,3024.83
"2573",1948.37,3051.4
"2574",1946.23,3038.88
"2575",1929.68,3034.98
"2576",1943.71,3004.07
"2577",1951.31,3021.34
"2578",1954.44,3045.16
"2579",1950.44,3049.09
"2580",1971.56,3038.35
"2581",1975.5,3047.93
"2582",2006.07,3069.75
"2583",2006.07,3083.2
"2584",2004.37,3083.2
"2585",2005.14,3083.2
"2586",2013.38,3098
"2587",2014.81,3140.73
"2588",2021.4,3140.73
"2589",2002.11,3140.73
"2590",1925.41,3021.19
"2591",1929.28,2962.29
"2592",1931.51,2922.11
"2593",1983.83,2948.17
"2594",2006.07,2994.84
"2595",1979.92,2954.61
"2596",1971.36,2960.91
"2597",1995.35,2960.28
"2598",2016.64,3017.71
"2599",2016.64,3023.04
"2600",2002.88,2948.3
"2601",2004.02,2921.51
"2602",1989.81,2877.67
"2603",1984.01,2876.57
"2604",1929.2,2892.13
"2605",1940.9,2844.2
"2606",1932.78,2890.21
"2607",1925.31,2919.85
"2608",1872.61,2890.22
"2609",1919.84,2842.13
"2610",1940.24,2852.29
"2611",1940.21,2857.68
"2612",1962.21,2867.43
"2613",1961.44,2804.24
"2614",1961.3,2774.18
"2615",1985.49,2849.98
"2616",1944.57,2863.4
"2617",1951.65,2847.26
"2618",1910.92,2808.04
"2619",1914.88,2751.5
"2620",1931.58,2722.75
"2621",1912.12,2787.22
"2622",1912.96,2815.31
"2623",1854.85,2795.19
"2624",1854.85,2761.83
"2625",1863.26,2731.45
"2626",1875.16,2790.2
"2627",1865.2,2764.14
"2628",1837.7,2814.67
"2629",1858.17,2773.25
"2630",1883.5,2833.68
"2631",1901.51,2893.85
"2632",1905.09,2924.4
"2633",1942.89,2949.57
"2634",1918.44,2990.76
"2635",1869.33,2944.65
"2636",1884.81,2919.45
"2637",1933.11,2974.5
"2638",1923.98,2991.18
"2639",1908.42,2949.97
"2640",1874.69,2959.2
"2641",1920.28,2940.9
"2642",2012.03,2991.19
"2643",2020.31,2991.53
"2644",2009.53,3022.15
"2645",2060.9,3019.12
"2646",2070.27,3015.35
"2647",2107.13,3008.51
"2648",2107.28,3074.15
"2649",2102.31,3051.78
"2650",2080.08,3034.88
"2651",2081.45,3011.47
"2652",2053.05,2941.34
"2653",2067.76,2984.72
"2654",2077.97,2949.73
"2655",2062.53,2933.71
"2656",2052.52,2911.93
"2657",2072.15,2944.71
"2658",2092.87,2998.92
"2659",2076.46,2985.61
"2660",2071.22,2915.16
"2661",2025.23,2902.18
"2662",1988.43,2905.01
"2663",1872.55,2823.27
"2664",1934.5,2740.32
"2665",1990.04,2776.64
"2666",1970.58,2827.33
"2667",1980.36,2853.07
"2668",1980.36,2853.07
"2669",1973.91,2853.07
"2670",2039.6,2872.8
"2671",2017.04,2860.7
"2672",2022.68,2825.38
"2673",2005.55,2893.12
"2674",2027.4,2893.12
"2675",1997.09,2914.66
"2676",1954.23,2828.41
"2677",1946.65,2835.18
"2678",1978.52,2853.13
"2679",1967.01,2843.53
"2680",1950.5,2801.22
"2681",1910.79,2790.63
"2682",1945.38,2857.06
"2683",1963.59,2874.25
"2684",2007.03,2859.61
"2685",2025.96,2891.95
"2686",2000.94,2836.05
"2687",1986.4,2852.85
"2688",1944.65,2767
"2689",1936.04,2762.73
"2690",1898.94,2786.19
"2691",1933.85,2800.76
"2692",1909.67,2852.25
"2693",1904.98,2845.75
"2694",1904.98,2845.75
"2695",1966.59,2911.93
"2696",1964.4,2911.83
"2697",2003.45,2962.74
"2698",2042.79,3034.1
"2699",2029.5,2999.32
"2700",2015.98,2999.36
"2701",2034.91,2979.69
"2702",2021.56,2976.37
"2703",2015.03,2952.19
"2704",1999.92,2947.23
"2705",2032.58,2954.67
"2706",2034.19,2995.54
"2707",2045.52,2974.7
"2708",2026,2990.83
"2709",2055.84,2974.82
"2710",2041.94,2991.65
"2711",2046.35,2969.11
"2712",2009.13,2939.8
"2713",1994.33,2929.57
"2714",2013.46,2935.84
"2715",2006.88,2922.16
"2716",2013.08,2893.84
"2717",1995.89,2859.67
"2718",2012.83,2893.46
"2719",2033.58,2966.24
"2720",2033.58,2941.74
"2721",2001.71,2925.91
"2722",2016.41,2942.94
"2723",2047.19,2978.67
"2724",2042.64,2964.32
"2725",2049.99,2968.72
"2726",2066.79,2988.28
"2727",2070.86,2968.67
"2728",2090.44,2968.5
"2729",2091.14,2992.46
"2730",2067.97,2958.11
"2731",2051.76,2964.95
"2732",2070.61,2966.58
"2733",2049.31,2925.04
"2734",2027.41,2926.36
"2735",2041.51,2930.69
"2736",2011.01,2929.01
"2737",2007.29,2912.98
"2738",1966.2,2905.44
"2739",1981.36,2919.9
"2740",1991.43,2926.36
"2741",1992.41,2931.83
"2742",2011.8,2897.82
"2743",2026.4,2919.09
"2744",2049.14,2934.04
"2745",2054.11,2920.42
"2746",2040.55,2946.07
"2747",2023.33,2933.81
"2748",2039.51,2932.52
"2749",2066.9,2957.62
"2750",2057.03,2983.23
"2751",2050.93,3009.27
"2752",2073.44,3002.88
"2753",2067.48,3014.62
"2754",2078.25,3014.26
"2755",2076.38,3033.91
"2756",2087.4,3025.34
"2757",2090.66,3021.11
"2758",2088.1,3024.18
"2759",2098.72,3024.18
"2760",2092.98,3034.92
"2761",2083.48,3048.22
"2762",2104.43,3074.73
"2763",2108.76,3131.11
"2764",2108.76,3134.2
"2765",2089.77,3113.19
"2766",2069.4,3086.56
"2767",2083.68,3084.01
"2768",2072.58,3043.23
"2769",2065.34,3034.89
"2770",2055.26,3022.7
"2771",2059.77,2987.05
"2772",2054.2,3022.69
"2773",2033.32,2958.97
"2774",2003.81,2956.55
"2775",2025.16,2953.48
"2776",2013.34,2896.46
"2777",2010.21,2859.24
"2778",2009.76,2862.35
"2779",1996.32,2887.03
"2780",1979.92,2866.77
"2781",1979.31,2892.67
"2782",2023.33,2890.23
"2783",1993.33,2904.16
"2784",1992.94,2900.09
"2785",1979.44,2928.04
"2786",1990.62,2923.38
"2787",1993.7,2945.09
"2788",1955.82,2949.36
"2789",1946.16,2892.03
"2790",1925.41,2884.11
"2791",1894.37,2824.07
"2792",1846.08,2830.68
"2793",1907.71,2866.52
"2794",1908.34,2902.14
"2795",1874.12,2864.06
"2796",1863.35,2838.66
"2797",1928.1,2871.3
"2798",1939.44,2897.78
"2799",1937.86,2916.16
"2800",1941.13,2972.71
"2801",1895.03,2940.13
"2802",1894.42,2909.89
"2803",1915.55,2939.54
"2804",1942.2,2949.64
"2805",1984.9,2972.73
"2806",1973.72,2981.59
"2807",1983.73,2951.3
"2808",1981.5,2948.27
"2809",1989.19,2969.77
"2810",1988.79,2986.36
"2811",1957.62,2991.19
"2812",1945.24,2974.95
"2813",1897.78,2955.56
"2814",1877.51,2899.97
"2815",1921.67,2963.77
"2816",1931.44,2972.75
"2817",1907.2,2971.89
"2818",1900.88,2976.36
"2819",1866.01,2933.48
"2820",1872.72,2950.66
"2821",1838,2876.32
"2822",1838,2906.79
"2823",1865,2925.42
"2824",1875.01,2947.52
"2825",1857.3,2889.77
"2826",1865.89,2850.51
"2827",1828.42,2840.02
"2828",1828.81,2853.07
"2829",1842.36,2848.13
"2830",1914.09,2913.02
"2831",1879.58,2901.15
"2832",1868.63,2881.75
"2833",1905.29,2908.09
"2834",1919.65,2946.41
"2835",1907.1,2955.68
"2836",1891.93,2961.49
"2837",1865.45,2897.13
"2838",1825.42,2856.43
"2839",1840.18,2889.52
"2840",1816.36,2911.96
"2841",1759.62,2857.25
"2842",1773.71,2828.92
"2843",1817,2820.62
"2844",1817,2820.62
"2845",1829.83,2820.62
"2846",1849.34,2880.17
"2847",1856.76,2882.51
"2848",1837.36,2882.16
"2849",1837.36,2882.16
"2850",1785.86,2860.18
"2851",1875.56,2797.71
"2852",1855.82,2865.21
"2853",1807.13,2870.99
"2854",1804.04,2848.53
"2855",1810.98,2820.06
"2856",1828.5,2806.96
"2857",1847.37,2832.45
"2858",1835.53,2855.91
"2859",1835.53,2858.12
"2860",1847.13,2817.81
"2861",1851.16,2870.65
"2862",1876.94,2876.45
"2863",1869.38,2876.19
"2864",1869.89,2887.26
"2865",1894.25,2879.24
"2866",1899.71,2902.26
"2867",1890.27,2898.22
"2868",1886.8,2916.15
"2869",1899.75,2927.14
"2870",1913.13,2935.27
"2871",1902.55,2918.13
"2872",1913.11,2896.95
"2873",1879.69,2899.08
"2874",1886.48,2905.01
"2875",1883.72,2916.23
"2876",1868.29,2884.84
"2877",1856.66,2875.78
"2878",1831.96,2856.39
"2879",1853.65,2892.13
"2880",1837.77,2886.16
"2881",1834.1,2862.18
"2882",1849.15,2872.22
"2883",1814.22,2821.42
"2884",1814.22,2824.05
"2885",1782.75,2771.3
"2886",1749.86,2772.12
"2887",1746.5,2786.41
"2888",1736.82,2758.82
"2889",1767.29,2746.31
"2890",1753.88,2757.67
"2891",1729.07,2750.98
"2892",1730.92,2746.66
"2893",1721.09,2723.4
"2894",1731.42,2757.21
"2895",1748.74,2794.74
"2896",1760.36,2792.76
"2897",1764.39,2793.39
"2898",1720.71,2753.42
"2899",1646.42,2711.2
"2900",1671.19,2661.97
"2901",1628.02,2623.95
"2902",1637.61,2672.12
"2903",1605.48,2594.51
"2904",1633.81,2589.25
"2905",1594.5,2633.68
"2906",1565.98,2585.76
"2907",1559.65,2480.3
"2908",1590.7,2521.17
"2909",1608.65,2602.5
"2910",1649.79,2673.21
"2911",1609.67,2621.88
"2912",1602.26,2609.93
"2913",1619.54,2631.09
"2914",1599.35,2623.97
"2915",1544.35,2551.42
"2916",1540.17,2586.11
"2917",1607.46,2626.31
"2918",1575.71,2616.82
"2919",1588.5,2645.71
"2920",1631.69,2710.97
"2921",1628.23,2704.25
"2922",1652.83,2694.23
"2923",1652.83,2694.23
"2924",1647.5,2694.23
"2925",1664.44,2691.64
"2926",1729.26,2755.14
"2927",1750.98,2746.45
"2928",1736.02,2750.29
"2929",1710.01,2746.29
"2930",1689.23,2731.79
"2931",1716.17,2726.85
"2932",1724.38,2745.97
"2933",1750.32,2784.84
"2934",1745.39,2792.12
"2935",1769.12,2773.9
"2936",1770.66,2764.14
"2937",1744.54,2699.35
"2938",1769.78,2748.26
"2939",1765.49,2748.26
"2940",1762.41,2755.81
"2941",1754.72,2759.32
"2942",1754.46,2792.24
"2943",1741.33,2760.77
"2944",1746.01,2664.18
"2945",1746.75,2735.55
"2946",1796.72,2757.09
"2947",1801.63,2766.7
"2948",1806.83,2771.59
"2949",1836.02,2784.06
"2950",1831.2,2800.47
"2951",1802.84,2763.51
"2952",1808.64,2772.16
"2953",1787.28,2759.92
"2954",1787.28,2759.92
"2955",1773.46,2747.77
"2956",1746.11,2717.7
"2957",1757.09,2717.37
"2958",1763.87,2723.68
"2959",1772.91,2745.66
"2960",1795.96,2776.63
"2961",1777.25,2768.68
"2962",1786.99,2790.64
"2963",1770.21,2791.71
"2964",1755.42,2749.46
"2965",1757.48,2722.95
"2966",1737.94,2731.24
"2967",1707.56,2699.49
"2968",1699.85,2685.61
"2969",1691.59,2661.51
"2970",1697.41,2665.62
"2971",1712.26,2674.92
"2972",1731.75,2647.61
"2973",1715.39,2659.01
"2974",1705.94,2657.23
"2975",1703.37,2607.39
"2976",1695.61,2632.2
"2977",1716.81,2646.51
"2978",1714.32,2648.43
"2979",1731.53,2683.24
"2980",1728.65,2647.21
"2981",1728.65,2628.96
"2982",1707.68,2605.08
"2983",1667.9,2572.05
"2984",1679.4,2567.17
"2985",1655.3,2566.72
"2986",1653.54,2531.14
"2987",1692.73,2573.26
"2988",1703.31,2599.26
"2989",1684.77,2589.94
"2990",1701.57,2547.99
"2991",1692.27,2538.12
"2992",1702.52,2553.55
"2993",1696.67,2529.89
"2994",1668.9,2538.45
"2995",1641.76,2498.47
"2996",1668.16,2477.7
"2997",1685.62,2482.55
"2998",1689.78,2537.51
"2999",1688.03,2557.97
"3000",1697.44,2596.67
"3001",1704.24,2606.77
"3002",1711.17,2624.45
"3003",1702.43,2607.07
"3004",1683.03,2597.14
"3005",1688.6,2602.01
"3006",1659.58,2575.81
"3007",1659.76,2541.21
"3008",1669.21,2552.63
"3009",1670.96,2554.45
"3010",1664.61,2590.52
"3011",1652.71,2574.31
"3012",1657.87,2540.46
"3013",1630.34,2518
"3014",1643.59,2525.22
"3015",1623.74,2559.56
"3016",1635.16,2552.89
"3017",1630.66,2547.15
"3018",1662.74,2582.72
"3019",1654.72,2582.72
"3020",1629.91,2565.15
"3021",1612.05,2557.12
"3022",1584.77,2517.01
"3023",1591.18,2522.82
"3024",1591.18,2507.31
"3025",1590.29,2539.17
"3026",1588.93,2510.3
"3027",1553.41,2457.55
"3028",1524.47,2394.25
"3029",1533.98,2376.96
"3030",1533.98,2241.1
"3031",1533.98,2305.85
"3032",1533.98,2334.89
"3033",1533.98,2246.16
"3034",1459,2313.75
"3035",1450.54,2290.06
"3036",1427.25,2231.64
"3037",1382.93,2153.75
"3038",1356.61,2095.52
"3039",1409.5,2180.67
"3040",1421.91,2204.1
"3041",1415.01,2221.24
"3042",1431.29,2253.18
"3043",1462.69,2319.29
"3044",1459.33,2263.59
"3045",1477.29,2285.68
"3046",1507.03,2309.32
"3047",1503.31,2372.91
"3048",1506.11,2382.27
"3049",1493.54,2380.7
"3050",1485.63,2369.86
"3051",1519.77,2437.8
"3052",1542.98,2443.41
"3053",1534.86,2434.22
"3054",1532.52,2397.21
"3055",1543.15,2404.46
"3056",1514.5,2462.07
"3057",1502.61,2420.73
"3058",1509.46,2374.19
"3059",1532.55,2399.15
"3060",1525.35,2457.31
"3061",1525.96,2445.33
"3062",1546.9,2406.99
"3063",1553.26,2455.29
"3064",1516.39,2406.66
"3065",1490.44,2367.72
"3066",1490.58,2385.93
"3067",1524.96,2400.86
"3068",1529.35,2428.46
"3069",1551.39,2466.14
"3070",1573.93,2468.48
"3071",1570.16,2469.8
"3072",1574.09,2499.07
"3073",1576.61,2483.03
"3074",1573.82,2436.64
"3075",1603.27,2498.59
"3076",1606.64,2484.31
"3077",1608.09,2483.11
"3078",1603.17,2508.13
"3079",1620.66,2530.4
"3080",1608.9,2511.78
"3081",1601.02,2520.16
"3082",1601.02,2535.41
"3083",1619.78,2510.4
"3084",1629.76,2514.79
"3085",1618.62,2497.48
"3086",1589.37,2469.16
"3087",1605.99,2470.72
"3088",1604.92,2468.37
"3089",1591.48,2449.91
"3090",1612.46,2472.44
"3091",1649,2530.4
"3092",1644.48,2547.59
"3093",1632.1,2497.76
"3094",1606.23,2459.95
"3095",1601.76,2448.43
"3096",1602.45,2429.13
"3097",1577.58,2407.72
"3098",1582.81,2401.15
"3099",1598.74,2436.87
"3100",1610.83,2443.88
"3101",1620.27,2429.96
"3102",1606.92,2410.83
"3103",1613.94,2448.32
"3104",1613.6,2456.94
"3105",1613.6,2456.94
"3106",1620.26,2456.94
"3107",1631.69,2474.09
"3108",1637.23,2487.95
"3109",1618.98,2476.05
"3110",1618.98,2476.05
"3111",1628.51,2476.79
"3112",1643.48,2524.49
"3113",1653.69,2526.85
"3114",1642.95,2512.52
"3115",1637.48,2492.02
"3116",1629.7,2481.76
"3117",1631.72,2463.84
"3118",1616.35,2467.57
"3119",1606.2,2427.19
"3120",1617.18,2452.11
"3121",1591.04,2433.93
"3122",1607.02,2439.09
"3123",1591.08,2433.56
"3124",1591.08,2439.13
"3125",1579.41,2444.19
"3126",1591.94,2459.6
"3127",1597.55,2484.52
"3128",1599.14,2465.48
"3129",1598.86,2480
"3130",1553.23,2436.21
"3131",1571.69,2416.44
"3132",1595.35,2452.26
"3133",1584.06,2464.09
"3134",1544.89,2453.47
"3135",1538.7,2418.35
"3136",1529.67,2409.33
"3137",1525.26,2434.6
"3138",1547.94,2435.11
"3139",1570.21,2451.1
"3140",1563.95,2438.72
"3141",1580.03,2447.43
"3142",1577.29,2473.46
"3143",1559.98,2460.99
"3144",1559.98,2447.6
"3145",1530.58,2418.26
"3146",1551.37,2390.55
"3147",1527.34,2413.94
"3148",1539.91,2403.24
"3149",1567.59,2426.99
"3150",1567.65,2445.17
"3151",1569.01,2468.86
"3152",1564.59,2431.92
"3153",1600.02,2464.36
"3154",1631.25,2499.15
"3155",1620.37,2485.83
"3156",1644.2,2503.44
"3157",1636.86,2520.91
"3158",1646.44,2522.59
"3159",1652.04,2509.83
"3160",1648.28,2506.76
"3161",1632.46,2519.47
"3162",1631,2514.44
"3163",1649.56,2529.4
"3164",1648.73,2532.84
"3165",1655.44,2540.55
"3166",1629.43,2523.54
"3167",1631.93,2517.02
"3168",1625.02,2515.68
"3169",1601.21,2493.21
"3170",1610.81,2489.31
"3171",1619.45,2499.63
"3172",1623.43,2526.98
"3173",1623.43,2526.98
"3174",1622.23,2526.98
"3175",1608.39,2517.24
"3176",1592.6,2516.21
"3177",1593.96,2497.81
"3178",1588.88,2509.39
"3179",1592.88,2482.98
"3180",1582.36,2483.47
"3181",1600.36,2507.67
"3182",1562.52,2463.7
"3183",1572.89,2475.02
"3184",1560.92,2494.4
"3185",1597.48,2522.42
"3186",1594.32,2527.57
"3187",1592.08,2510.99
"3188",1593.07,2517.83
"3189",1568.52,2507.2
"3190",1558.79,2492.56
"3191",1547.74,2506.37
"3192",1545.4,2496.47
"3193",1524.08,2477.96
"3194",1508.75,2475.48
"3195",1525,2481.11
"3196",1538.65,2463.28
"3197",1536.16,2486.61
"3198",1520.44,2500.54
"3199",1491.05,2500.54
"3200",1486.57,2460.58
"3201",1542.53,2503.71
"3202",1520.39,2498.17
"3203",1494.87,2485.51
"3204",1522.8,2501.66
"3205",1555.04,2518.31
"3206",1546.73,2530.61
"3207",1556.93,2525.52
"3208",1569.17,2510.82
"3209",1548.31,2506.06
"3210",1531.32,2500.83
"3211",1540.12,2479.28
"3212",1555.82,2490.55
"3213",1537.02,2487.55
"3214",1537.02,2471.76
"3215",1523.89,2441.9
"3216",1514.33,2446.51
"3217",1510.25,2426.19
"3218",1513.77,2447.51
"3219",1476.26,2447.51
"3220",1476.28,2447.51
"3221",1489.88,2403.5
"3222",1460.5,2388.32
"3223",1458.21,2370.38
"3224",1462.78,2374.15
"3225",1438.47,2377.33
"3226",1448.16,2338.2
"3227",1433.01,2299.77
"3228",1429.78,2231.74
"3229",1470.84,2292.46
"3230",1472.25,2266.08
"3231",1447.98,2242.38
"3232",1428.55,2207.63
"3233",1404.21,2219.68
"3234",1409.3,2189.09
"3235",1385.77,2232.03
"3236",1382.78,2184.49
"3237",1407.11,2189.14
"3238",1405.94,2244.93
"3239",1375.88,2259.22
"3240",1346.96,2192.21
"3241",1355.4,2118.28
"3242",1355.4,2156.2
"3243",1405.2,2225.87
"3244",1388.44,2218.94
"3245",1354.23,2190.81
"3246",1308.3,2131.76
"3247",1318.18,2040.09
"3248",1309.68,2037.22
"3249",1304.76,1926.49
"3250",1280.78,1939.71
"3251",1287.98,2021.33
"3252",1253.21,2072.78
"3253",1205.16,1976.8
"3254",1165.48,1878.97
"3255",1133.99,1860.88
"3256",1199.01,1822.16
"3257",1192.28,1913.22
"3258",1212.41,1937.71
"3259",1278.1,2027.46
