"","SP500","FTSE100"
"1213",571.53,1144.79
"1214",573.33,1135.98
"1215",574.87,1139.28
"1216",578.35,1150.71
"1217",575.2,1133.2
"1218",575.79,1146.01
"1219",574.82,1130.16
"1220",566.05,1137.08
"1221",564.72,1119.87
"1222",563.28,1130.5
"1223",566.75,1135.92
"1224",571.66,1149.29
"1225",580.09,1164.73
"1226",579.69,1175.14
"1227",582.18,1190.84
"1228",584.26,1177.5
"1229",584.14,1183.73
"1230",582.54,1170.49
"1231",585.81,1161.2
"1232",581.54,1162.11
"1233",579.1,1150.57
"1234",574.09,1149.3
"1235",575.03,1138.6
"1236",576.45,1138.21
"1237",580.48,1149.49
"1238",590.38,1170.05
"1239",588.73,1175.22
"1240",583.98,1174.79
"1241",581.65,1169.12
"1242",583.49,1177.85
"1243",576.75,1175.29
"1244",577.91,1163.69
"1245",581.27,1162.94
"1246",581.01,1176.52
"1247",579.76,1178
"1248",577.24,1167.53
"1249",581.99,1175.92
"1250",580.75,1191.18
"1251",581.57,1195.37
"1252",579.04,1188.15
"1253",576.54,1189.48
"1254",572.61,1186.3
"1255",562.35,1170.19
"1256",562.23,1150.73
"1257",562.23,1154.2
"1258",565.39,1153.01
"1259",567.83,1158.77
"1260",569.12,1164.1
"1261",567.29,1171.83
"1262",561.43,1155.95
"1263",566.99,1147.46
"1264",567.11,1154.07
"1265",566.87,1147.44
"1266",564.54,1146.09
"1267",557.33,1147.44
"1268",559.45,1133.55
"1269",562.64,1121.78
"1270",563.54,1122.93
"1271",569.58,1135.96
"1272",570.09,1133.23
"1273",574.43,1148.54
"1274",573.33,1158.53
"1275",572.34,1167.56
"1276",575.5,1172.25
"1277",575.58,1180.38
"1278",576.21,1177.21
"1279",576.21,1177.21
"1280",579.53,1177.21
"1281",577.51,1181.96
"1282",577.92,1170.44
"1283",575.7,1170.4
"1284",575.7,1170.4
"1285",575.52,1170.68
"1286",577.69,1165.3
"1287",577.3,1157.9
"1288",577.72,1170.39
"1289",577.98,1167.43
"1290",579.05,1169.19
"1291",579.03,1164.99
"1292",579,1158.78
"1293",584.54,1164.57
"1294",588.82,1175.67
"1295",589.68,1167.18
"1296",589.27,1167.33
"1297",585.8,1157.29
"1298",583.08,1144.48
"1299",584.41,1129.1
"1300",584.52,1134.75
"1301",586.59,1139.8
"1302",587.72,1149.39
"1303",590.32,1155.1
"1304",588.08,1145.04
"1305",590.64,1143.42
"1306",590.65,1153.22
"1307",593.73,1159.86
"1308",601.13,1169.43
"1309",604.56,1170.72
"1310",604.21,1174.79
"1311",604.74,1174.7
"1312",603.62,1184.84
"1313",605.33,1189.04
"1314",605.71,1179.11
"1315",606.96,1175.38
"1316",609.52,1176.74
"1317",610.38,1167.63
"1318",606.41,1165.01
"1319",606.41,1156.79
"1320",607.41,1158.66
"1321",610.42,1157.16
"1322",612.87,1168.58
"1323",614.4,1164.12
"1324",609.12,1160.38
"1325",613.65,1154.24
"1326",611.64,1166.5
"1327",611.01,1165.35
"1328",611.5,1160.32
"1329",611.87,1152.36
"1330",607.48,1142.79
"1331",608.77,1148.6
"1332",609.11,1146.61
"1333",617.2,1159.73
"1334",617.85,1158.15
"1335",621.45,1173.07
"1336",620.21,1171.7
"1337",624.71,1190.16
"1338",624.85,1188.31
"1339",625.65,1205.8
"1340",624.3,1209.94
"1341",625.06,1211.76
"1342",625.41,1210.48
"1343",631.74,1217.05
"1344",634.83,1220.4
"1345",635.72,1212.08
"1346",634.74,1217.49
"1347",633.65,1230.63
"1348",631.76,1215.81
"1349",633.32,1219.17
"1350",637.77,1236.62
"1351",638.31,1237.43
"1352",638.95,1241.58
"1353",639.44,1245.48
"1354",640.21,1243.38
"1355",638.34,1238.24
"1356",640.46,1245.56
"1357",643.07,1245.15
"1358",643.07,1245.15
"1359",639.22,1245.15
"1360",638.28,1239.63
"1361",637.73,1230.17
"1362",638.19,1231.94
"1363",642.24,1241.7
"1364",647.93,1246.33
"1365",647.01,1248.5
"1366",647.77,1252.91
"1367",648.89,1249.56
"1368",650.36,1249.2
"1369",649.95,1251.18
"1370",650.81,1261.99
"1371",657.94,1267.59
"1372",658.22,1268.25
"1373",657.74,1263.33
"1374",662.82,1263.33
"1375",662.58,1268.2
"1376",663.65,1279.44
"1377",663.76,1290.26
"1378",665.27,1287.32
"1379",668.23,1288.6
"1380",668.89,1284.77
"1381",667.48,1283.42
"1382",658.04,1278.93
"1383",657.85,1269.27
"1384",663.57,1279.75
"1385",669.85,1282.6
"1386",669.95,1296.43
"1387",670.1,1296.79
"1388",663.95,1290.12
"1389",663.95,1290.12
"1390",663.89,1290.56
"1391",676.36,1294.25
"1392",676.53,1302.55
"1393",675.4,1304.25
"1394",679.32,1318.32
"1395",679.36,1319.67
"1396",676.29,1316.06
"1397",675.39,1319.98
"1398",669.8,1303.16
"1399",673.56,1307.17
"1400",680.41,1308.48
"1401",680.99,1305.27
"1402",681.82,1317.24
"1403",685.26,1315.57
"1404",692.14,1322.46
"1405",691.85,1320.84
"1406",690.59,1321.26
"1407",699.63,1331.27
"1408",697.92,1321.7
"1409",690.84,1294.59
"1410",688.68,1296.15
"1411",691.89,1284.21
"1412",690.8,1288.62
"1413",692.07,1296.7
"1414",695.08,1300.3
"1415",695.08,1310.3
"1416",695.41,1328.17
"1417",704.14,1325.6
"1418",707.28,1354.77
"1419",708.33,1351.68
"1420",705.28,1355.21
"1421",713.1,1349.97
"1422",713.26,1348.62
"1423",711.85,1341.59
"1424",715.45,1348.19
"1425",710.1,1339.6
"1426",700.66,1333.59
"1427",703.93,1331.67
"1428",704.04,1336.65
"1429",707.87,1344.1
"1430",713.56,1344.63
"1431",714.25,1353.01
"1432",718.95,1354.57
"1433",716.07,1358.71
"1434",715.02,1356.69
"1435",711.95,1351.45
"1436",711.03,1371.04
"1437",711.16,1361.54
"1438",711.45,1364.17
"1439",712.91,1368.89
"1440",713.44,1363.1
"1441",712.68,1362.92
"1442",709.99,1365.4
"1443",707.14,1362.57
"1444",713.1,1354.05
"1445",711.71,1355.22
"1446",713.67,1363.37
"1447",712.52,1365.54
"1448",712.82,1380.98
"1449",711.44,1392.4
"1450",713.27,1390.21
"1451",710.34,1384.6
"1452",710.77,1386.2
"1453",714.15,1388.15
"1454",712.82,1388.15
"1455",714.13,1379.48
"1456",715.54,1380.04
"1457",716.82,1369.72
"1458",719.34,1382.16
"1459",719.34,1388.69
"1460",726.26,1392.55
"1461",727.68,1402.49
"1462",727.88,1397.75
"1463",730.94,1401.27
"1464",732.54,1399.28
"1465",735.87,1394
"1466",739.11,1407.76
"1467",745.31,1405.64
"1468",744.98,1405.32
"1469",744.5,1396.79
"1470",746.34,1400.01
"1471",749.66,1407.97
"1472",744.88,1406.54
"1473",743.26,1389.5
"1474",743.36,1388.76
"1475",742.85,1395.22
"1476",742.74,1380.04
"1477",748.93,1377.66
"1478",747.07,1389.26
"1479",743.65,1394.18
"1480",744.47,1395.76
"1481",743.48,1403.64
"1482",745.22,1403.76
"1483",745.11,1396.68
"1484",739.84,1390.75
"1485",738.75,1370.86
"1486",741.34,1376.47
"1487",746.02,1396.06
"1488",747.81,1413.59
"1489",745.93,1410.99
"1490",750.73,1412.94
"1491",751.71,1425.17
"1492",755.83,1419.45
"1493",751.76,1408.66
"1494",748.7,1401.18
"1495",750.59,1402.71
"1496",745.43,1403.69
"1497",738.11,1396.48
"1498",742,1387.86
"1499",746.63,1392.7
"1500",744.4,1400.3
"1501",748.01,1396.18
"1502",755.24,1397.87
"1503",756.37,1388.88
"1504",753.74,1394.74
"1505",751.03,1397.74
"1506",758.1,1403.58
"1507",760.31,1405.38
"1508",759.66,1398.14
"1509",759.26,1404.93
"1510",755.48,1409.34
"1511",761.67,1418.67
"1512",766.06,1434.3
"1513",769.57,1433.67
"1514",765.56,1442.38
"1515",770,1432.57
"1516",767.66,1443.83
"1517",767.66,1431.94
"1518",769.69,1440.47
"1519",771.43,1451.1
"1520",778.1,1451.04
"1521",779.98,1453.69
"1522",777.07,1457.19
"1523",779.15,1463.59
"1524",787.8,1459.96
"1525",793.01,1457.78
"1526",796.41,1457.19
"1527",791.29,1447.93
"1528",792.98,1444.14
"1529",795.63,1453.86
"1530",794.68,1454.95
"1531",798.76,1457.93
"1532",792.69,1461.63
"1533",791.95,1450.06
"1534",779.77,1432.61
"1535",786.35,1424.97
"1536",778.69,1439.63
"1537",784.57,1447.44
"1538",786.47,1457.42
"1539",786.47,1457.42
"1540",789.48,1457.42
"1541",790.2,1466.1
"1542",789.69,1469.32
"1543",792.04,1474.35
"1544",792.04,1474.35
"1545",798.22,1474.64
"1546",799.12,1485.71
"1547",794.47,1485.13
"1548",793.2,1481.28
"1549",795.68,1487.88
"1550",784.16,1479.73
"1551",770.11,1468.2
"1552",775.56,1461.59
"1553",774.43,1462.54
"1554",771.87,1464.77
"1555",782.97,1483.94
"1556",780.37,1481.39
"1557",782.85,1499.17
"1558",787.48,1499.08
"1559",789.5,1501.39
"1560",788.72,1493.71
"1561",797.98,1503.62
"1562",794.22,1494.02
"1563",800.13,1494.23
"1564",803.64,1494.7
"1565",811.3,1496.31
"1566",819,1505.9
"1567",822.3,1503.3
"1568",818.97,1514.73
"1569",826.23,1500.92
"1570",832.56,1501.32
"1571",837.34,1492.72
"1572",845.44,1485.63
"1573",845.87,1488.8
"1574",852.47,1493.22
"1575",851.48,1501.6
"1576",845.24,1500.57
"1577",839.9,1514.51
"1578",835.7,1510.96
"1579",835.7,1501.57
"1580",826.26,1489.68
"1581",836.01,1494.08
"1582",849.93,1499.87
"1583",850.23,1499.99
"1584",839.12,1487.91
"1585",835.06,1492.63
"1586",832.1,1501.58
"1587",826.59,1497.31
"1588",831.7,1507.41
"1589",840.15,1516.2
"1590",846.66,1519.59
"1591",842.02,1512.29
"1592",844.21,1512.01
"1593",818.19,1492.73
"1594",826.65,1479.02
"1595",822.87,1464.95
"1596",825.14,1465.28
"1597",828.15,1481.98
"1598",828.9,1467.07
"1599",843.44,1481.85
"1600",842.22,1491.33
"1601",840.02,1488.26
"1602",839.05,1493.47
"1603",840.9,1496.99
"1604",840.15,1491.66
"1605",843.94,1483.15
"1606",838.95,1487.81
"1607",839,1487.9
"1608",834.55,1498.85
"1609",845.2,1509.5
"1610",847.35,1513.6
"1611",848.17,1512.69
"1612",848.21,1525.07
"1613",848.21,1525.07
"1614",833.47,1525.07
"1615",830.84,1527.46
"1616",819.62,1531.05
"1617",816.7,1521.62
"1618",823.86,1530.84
"1619",831.33,1540.45
"1620",834.58,1554.61
"1621",830.31,1546.57
"1622",832.92,1552.72
"1623",834.81,1567.49
"1624",838.46,1566.56
"1625",843.25,1558.55
"1626",841.46,1552.3
"1627",844.96,1552.99
"1628",845.83,1558.49
"1629",846.76,1549.21
"1630",846.85,1552.78
"1631",847.49,1547.93
"1632",833.12,1535.88
"1633",830.89,1525.79
"1634",829.91,1525.79
"1635",826.63,1515.81
"1636",835.28,1509.44
"1637",836.37,1517.97
"1638",845.07,1528.62
"1639",857.44,1523.72
"1640",862.89,1532.07
"1641",862.79,1538.8
"1642",862.14,1529.6
"1643",867.76,1544.27
"1644",873.34,1541.02
"1645",872.85,1545.58
"1646",880.31,1535.3
"1647",877.19,1528.28
"1648",880.46,1530.37
"1649",880.46,1530.37
"1650",872.32,1534.67
"1651",866.96,1541.01
"1652",872,1529.16
"1653",868.69,1529.61
"1654",866.83,1528.31
"1655",873.21,1534.84
"1656",881.09,1534.14
"1657",874.22,1536.93
"1658",874.6,1515.07
"1659",873.14,1525.18
"1660",871.6,1536.17
"1661",869.48,1541.7
"1662",868.08,1538.62
"1663",865.4,1535.31
"1664",864.53,1539.42
"1665",860.52,1537.33
"1666",860.4,1536.02
"1667",860.61,1525.52
"1668",866.79,1523.39
"1669",869.41,1519.34
"1670",868.93,1506.51
"1671",863.88,1513.07
"1672",869.3,1506.21
"1673",872.01,1519.4
"1674",878.97,1525.56
"1675",876.19,1525.61
"1676",874.63,1520.85
"1677",874.63,1539.88
"1678",855.19,1532.78
"1679",849.07,1532.3
"1680",852.03,1536.7
"1681",853.77,1542.24
"1682",840.34,1535.35
"1683",841.01,1526.89
"1684",819.68,1519.55
"1685",817.82,1492.43
"1686",825.32,1503.05
"1687",837.74,1517.52
"1688",831.46,1524.57
"1689",825,1513.01
"1690",816.03,1524.15
"1691",815.77,1507.87
"1692",821.65,1514.39
"1693",827.81,1509.7
"1694",821.43,1512.2
"1695",827.13,1507.98
"1696",833.48,1522.24
"1697",846.77,1535.07
"1698",863.06,1549.95
"1699",860.19,1560.91
"1700",863.02,1560.96
"1701",865.46,1570.31
"1702",863.44,1570.41
"1703",863.01,1570.15
"1704",867.84,1571.61
"1705",860.81,1579.91
"1706",863.36,1582.74
"1707",863.71,1585.69
"1708",867.63,1600.35
"1709",869.45,1599.63
"1710",868.37,1607.68
"1711",867.67,1603.08
"1712",875.01,1610.96
"1713",870.28,1617.77
"1714",866.17,1617.77
"1715",869.47,1617.66
"1716",867.62,1623.05
"1717",858.1,1609.09
"1718",851.06,1601.89
"1719",851.06,1608.99
"1720",854.63,1597.18
"1721",856.14,1604.11
"1722",848.15,1610.14
"1723",856.37,1612.54
"1724",866.94,1620.49
"1725",867.11,1622.68
"1726",871.81,1618.31
"1727",877.15,1629.53
"1728",889.42,1644.15
"1729",894.16,1648.67
"1730",892.8,1646.63
"1731",890.92,1639.76
"1732",892.97,1647.46
"1733",898.24,1643.26
"1734",897.55,1628.18
"1735",896.41,1624.37
"1736",896.73,1634.84
"1737",897.05,1633.79
"1738",897.5,1639.29
"1739",898.97,1642.57
"1740",901.29,1658.58
"1741",907.88,1668.1
"1742",906.28,1661.81
"1743",917.66,1672.12
"1744",920.16,1675.72
"1745",916.84,1677.44
"1746",911.87,1666.49
"1747",909.16,1660.43
"1748",917.08,1674.3
"1749",920.85,1680.11
"1750",919.59,1685.13
"1751",922.07,1674.18
"1752",925.52,1681.54
"1753",930.54,1686.09
"1754",929.28,1694.88
"1755",924.98,1688.27
"1756",925.93,1676.28
"1757",919.42,1664.2
"1758",917.62,1673.79
"1759",912.83,1675.36
"1760",918.49,1662.12
"1761",917.95,1649.81
"1762",923.76,1656.13
"1763",921.91,1643.41
"1764",925.88,1635.04
"1765",935.59,1632.13
"1766",949.47,1638.19
"1767",953.67,1623.51
"1768",957.91,1627.82
"1769",959.29,1631.01
"1770",956.37,1639.32
"1771",958.68,1636.25
"1772",964.99,1635.89
"1773",967.34,1649.26
"1774",966.63,1651.87
"1775",973.39,1658.92
"1776",975.91,1652.54
"1777",974.36,1648.78
"1778",982.22,1675.85
"1779",993.16,1691.6
"1780",991.98,1697.35
"1781",990.89,1689.33
"1782",990.89,1689.76
"1783",993.58,1693.03
"1784",993,1686.22
"1785",982.15,1695.79
"1786",978.24,1689
"1787",977.41,1691.5
"1788",971.21,1654.69
"1789",984.63,1675.74
"1790",981.65,1685.81
"1791",972.85,1663.56
"1792",958.15,1666.98
"1793",957.26,1659.34
"1794",947.23,1669.21
"1795",953.88,1663.25
"1796",961.16,1679.41
"1797",979.88,1693.23
"1798",983.99,1704.22
"1799",981.42,1708.22
"1800",986.86,1710.43
"1801",986.86,1710.43
"1802",993.16,1710.43
"1803",994.85,1709.83
"1804",991,1721.79
"1805",973.9,1722.97
"1806",973.9,1722.97
"1807",969.05,1697.41
"1808",983.56,1710.82
"1809",983.08,1719.18
"1810",990.47,1707.56
"1811",984.4,1711.24
"1812",992.89,1710.99
"1813",999.01,1698.29
"1814",999.08,1719.5
"1815",1011.39,1745
"1816",1009.22,1741.09
"1817",1012.6,1757.28
"1818",1021.09,1761.56
"1819",1021.79,1755.85
"1820",1029.71,1756.47
"1821",1034.41,1766.36
"1822",1023.02,1788.29
"1823",1013.75,1766.23
"1824",1006.52,1763.91
"1825",1006.6,1774.55
"1826",1016.63,1762.04
"1827",1032.12,1770.77
"1828",1034.74,1790.63
"1829",1035.59,1783.24
"1830",1039,1784.55
"1831",1024.72,1793.18
"1832",1027.5,1786.62
"1833",1039.91,1804.17
"1834",1034.51,1804.31
"1835",1039.99,1802.89
"1836",1057.64,1802.9
"1837",1069.68,1812.42
"1838",1065.31,1818.25
"1839",1065.31,1817.99
"1840",1075.82,1815.67
"1841",1070.92,1826.17
"1842",1058.2,1825.63
"1843",1056.86,1817.56
"1844",1068.09,1818.15
"1845",1070.5,1823.86
"1846",1062.22,1817.37
"1847",1048.43,1821.54
"1848",1042.85,1808.58
"1849",1048.78,1809.53
"1850",1043.19,1830.76
"1851",1058.09,1831.81
"1852",1053.7,1848.24
"1853",1062.16,1857.07
"1854",1073.64,1865.86
"1855",1070.61,1868.77
"1856",1061.51,1859.58
"1857",1042.32,1849.14
"1858",1047.09,1860.33
"1859",1050.49,1848.15
"1860",1042.52,1841.19
"1861",1037.4,1830.78
"1862",1033.33,1799.5
"1863",1035.26,1798.09
"1864",1044.25,1782.95
"1865",1041.94,1806.63
"1866",1044.08,1819.63
"1867",1022.14,1824.46
"1868",1022.14,1824.46
"1869",1000,1824.46
"1870",1003.33,1798.26
"1871",990.93,1793.39
"1872",991.21,1784.08
"1873",1001.25,1793.39
"1874",1006.85,1809.31
"1875",1012.41,1808.28
"1876",1005.18,1818.06
"1877",1002.21,1826.89
"1878",974.94,1808.89
"1879",982.98,1803.76
"1880",997.5,1818.66
"1881",1009.21,1821.99
"1882",1006.93,1823.78
"1883",1012.97,1828.72
"1884",1005.08,1837.12
"1885",1023.9,1844.54
"1886",1022.67,1862.17
"1887",1019.43,1862.53
"1888",1011.75,1854.56
"1889",1021.92,1863.88
"1890",1049.85,1882.35
"1891",1059.7,1883.53
"1892",1056.13,1887.37
"1893",1075.23,1891.88
"1894",1098.14,1891.88
"1895",1094.95,1920.36
"1896",1079.05,1928.1
"1897",1085.21,1946.31
"1898",1091.49,1967.81
"1899",1108.58,1985.5
"1900",1102.78,1994.61
"1901",1106.79,1992.85
"1902",1114.86,1990.45
"1903",1099,1995.84
"1904",1103.68,1976.63
"1905",1114.88,1960.61
"1906",1111.94,1975.28
"1907",1107.08,1979.46
"1908",1122.16,1983.71
"1909",1122.16,1983.71
"1910",1125.72,1993.99
"1911",1122.6,1992.23
"1912",1118.62,1990.03
"1913",1124.22,1968.28
"1914",1121.69,1945.71
"1915",1120.54,1943.56
"1916",1113.69,1943.29
"1917",1118.23,1951.69
"1918",1137.62,1981.01
"1919",1144.15,2000.05
"1920",1147.3,2022.63
"1921",1153.21,2016.29
"1922",1171.91,2030.19
"1923",1184.9,2041.19
"1924",1185.78,2025.99
"1925",1186.47,1999.14
"1926",1179.41,1988.38
"1927",1191.29,1986.99
"1928",1192.24,1961.46
"1929",1165.62,1954.24
"1930",1189.13,1962.99
"1931",1179.42,1981.66
"1932",1172.63,1989.3
"1933",1177.45,1981.79
"1934",1174.59,1966.67
"1935",1182.57,2019.48
"1936",1199.98,2029.36
"1937",1217.11,2063.65
"1938",1217.11,2055.56
"1939",1210.86,2052.86
"1940",1219.82,2030.56
"1941",1204.99,2032.22
"1942",1213.32,2034.53
"1943",1217.34,2048.07
"1944",1219.6,2073.7
"1945",1229.4,2091.57
"1946",1243.86,2119.29
"1947",1237.28,2112.78
"1948",1215.63,2082.13
"1949",1212.5,2052.06
"1950",1240.44,2069.58
"1951",1243.9,2081.44
"1952",1248.87,2076.48
"1953",1246.87,2071.64
"1954",1243.76,2076.65
"1955",1251.66,2082.66
"1956",1265.21,2104.3
"1957",1268.05,2095.83
"1958",1258.59,2092.34
"1959",1262.81,2091.25
"1960",1265.58,2118.98
"1961",1276.25,2146.99
"1962",1264.2,2172.85
"1963",1240.74,2149.17
"1964",1245.67,2156.04
"1965",1231.82,2174.83
"1966",1226.1,2143.9
"1967",1229.8,2138.64
"1968",1197.99,2084.86
"1969",1213.68,2074.87
"1970",1231.68,2108.83
"1971",1249.61,2127.79
"1972",1230.61,2136.22
"1973",1228.63,2103.2
"1974",1224.12,2103.2
"1975",1214.64,2097.15
"1976",1215.72,2106
"1977",1202.56,2079.62
"1978",1197.01,2067.63
"1979",1197.01,2090.36
"1980",1234.44,2125.56
"1981",1235.14,2136.15
"1982",1239.17,2142.36
"1983",1236.82,2143.6
"1984",1239.75,2139.81
"1985",1242.98,2124.93
"1986",1223.6,2105.49
"1987",1215.41,2083.85
"1988",1230.52,2081.01
"1989",1225.26,2105.17
"1990",1259.72,2136.74
"1991",1256.29,2152.48
"1992",1262.06,2166.68
"1993",1266.37,2157.06
"1994",1272.95,2181.3
"1995",1268.29,2160.62
"1996",1258.4,2181.94
"1997",1249.65,2176.92
"1998",1259.79,2246.03
"1999",1270.64,2245.33
"2000",1262.56,2255.59
"2001",1273.51,2286.98
"2002",1280.3,2277.93
"2003",1286.42,2292.86
"2004",1296.63,2279.62
"2005",1310.6,2282.01
"2006",1298.58,2263.3
"2007",1294.32,2244.23
"2008",1289.54,2248.33
"2009",1291.03,2280.25
"2010",1293.94,2279.76
"2011",1287.88,2264.59
"2012",1273.92,2275
"2013",1259.16,2267.78
"2014",1274.44,2242.24
"2015",1296.68,2248.65
"2016",1291.71,2215.45
"2017",1267.98,2147.77
"2018",1255.91,2138.62
"2019",1169.68,2083.42
"2020",1229.52,2046.7
"2021",1226.21,2096.79
"2022",1205.79,2066.72
"2023",1220.4,2084.12
"2024",1252.96,2111.81
"2025",1255.33,2107.95
"2026",1258.18,2112.64
"2027",1251.97,2093.47
"2028",1238.2,2050.67
"2029",1229.79,2070.12
"2030",1233.33,2064.51
"2031",1209.82,2032.92
"2032",1224.19,2028.88
"2033",1239.88,2042.16
"2034",1263.76,2096.79
"2035",1253.26,2087.46
"2036",1261.95,2080.89
"2037",1281.19,2114.62
"2038",1286.69,2147.97
"2039",1264.79,2111.47
"2040",1270.48,2096.33
"2041",1271.83,2108.26
"2042",1271.83,2107.32
"2043",1276.89,2082.64
"2044",1302.82,2122.44
"2045",1298.7,2146.51
"2046",1305.84,2143.52
"2047",1300.98,2191.67
"2048",1315.28,2217.8
"2049",1313.47,2237.54
"2050",1304.66,2233.08
"2051",1296.74,2213.07
"2052",1277.22,2172.18
"2053",1275.16,2176.21
"2054",1288.56,2209.78
"2055",1294.77,2244.99
"2056",1291.52,2239.55
"2057",1277.89,2229.83
"2058",1266.5,2165.91
"2059",1275.78,2165.25
"2060",1256.32,2178.87
"2061",1247.75,2163.4
"2062",1247.75,2163.4
"2063",1252.79,2163.4
"2064",1275.81,2207.2
"2065",1299.34,2215.8
"2066",1298.82,2217.18
"2067",1298.82,2217.18
"2068",1305.04,2242.21
"2069",1307.78,2272.3
"2070",1293.8,2273.15
"2071",1290.66,2255.73
"2072",1280.07,2261.37
"2073",1242.1,2218.7
"2074",1257.53,2188.92
"2075",1274.87,2195.46
"2076",1282.71,2205.39
"2077",1273.1,2230.84
"2078",1287.53,2272.86
"2079",1287.53,2277.43
"2080",1310.43,2279.42
"2081",1300.08,2276.86
"2082",1289.68,2268.58
"2083",1282.4,2237.62
"2084",1281.54,2262.19
"2085",1297.7,2300.67
"2086",1309.31,2320.67
"2087",1320.16,2342.16
"2088",1313.19,2357.75
"2089",1341.31,2418.63
"2090",1347.72,2424.59
"2091",1349.11,2417.24
"2092",1344.76,2421.83
"2093",1356.96,2431.9
"2094",1354.75,2419.85
"2095",1365.85,2425.21
"2096",1367.49,2422.91
"2097",1373.15,2398.97
"2098",1367.76,2411.85
"2099",1367.76,2428.9
"2100",1371.41,2467.59
"2101",1384.24,2473.63
"2102",1379.19,2471.49
"2103",1387.15,2485.81
"2104",1392.46,2467.57
"2105",1382.29,2445.15
"2106",1399.03,2485.87
"2107",1406.95,2494.41
"2108",1407.9,2495.48
"2109",1405.73,2521.79
"2110",1411.54,2516.2
"2111",1405.56,2483.88
"2112",1389.27,2467.64
"2113",1417.1,2505.47
"2114",1412.58,2525.77
"2115",1428.63,2529.94
"2116",1434.56,2530.51
"2117",1436.73,2515.34
"2118",1434.99,2509.9
"2119",1449.33,2514.36
"2120",1450.91,2536
"2121",1457.79,2565.85
"2122",1463.51,2606.85
"2123",1476.17,2588.75
"2124",1471.35,2587.75
"2125",1484.92,2603.72
"2126",1479.95,2596.8
"2127",1478.43,2569.71
"2128",1471.49,2584.39
"2129",1468.97,2574.47
"2130",1480,2583.31
"2131",1488.7,2620.48
"2132",1504.69,2635.82
"2133",1508.32,2640.78
"2134",1506.56,2659.41
"2135",1491.12,2654.26
"2136",1480.53,2637.36
"2137",1492.68,2659.29
"2138",1492.68,2659.29
"2139",1491.44,2659.29
"2140",1499.59,2659.02
"2141",1504.4,2645.96
"2142",1489.44,2614.57
"2143",1509.01,2579.8
"2144",1510.26,2596.63
"2145",1514.32,2597.01
"2146",1519.62,2586.6
"2147",1504.91,2572.17
"2148",1489.21,2557.29
"2149",1460.5,2496.49
"2150",1458.73,2533.23
"2151",1471.77,2544.77
"2152",1494.89,2586.32
"2153",1507.33,2622.08
"2154",1508.77,2622.08
"2155",1499.97,2612.25
"2156",1486.1,2614.86
"2157",1472.98,2591.08
"2158",1490.48,2604.97
"2159",1489.2,2631.83
"2160",1501.58,2600.57
"2161",1506,2607.65
"2162",1504.03,2596.99
"2163",1492.46,2583.6
"2164",1488.71,2544.65
"2165",1493.7,2567.16
"2166",1506.75,2580.09
"2167",1500.8,2592.43
"2168",1495.19,2601.14
"2169",1495.19,2601.14
"2170",1473.06,2609.05
"2171",1470.84,2565.14
"2172",1478.28,2561.69
"2173",1469.19,2565.36
"2174",1469.46,2552.93
"2175",1472.48,2554.88
"2176",1458.68,2579.4
"2177",1474.99,2562.94
"2178",1500.68,2600.76
"2179",1503.27,2641.89
"2180",1506.93,2634.03
"2181",1498.75,2619.83
"2182",1475.29,2560.8
"2183",1481.06,2524.63
"2184",1451.64,2501.69
"2185",1465.91,2507.83
"2186",1492.28,2552.91
"2187",1491.34,2543.91
"2188",1483.64,2515.88
"2189",1487.12,2500.62
"2190",1509.07,2526.69
"2191",1527.18,2541.08
"2192",1522.32,2564.75
"2193",1527.86,2572.83
"2194",1535.01,2576.04
"2195",1528.87,2553.31
"2196",1548.77,2591.53
"2197",1545.89,2609.18
"2198",1545.89,2621.54
"2199",1560.83,2622.69
"2200",1557.24,2628.41
"2201",1573.45,2631.14
"2202",1562.92,2613.67
"2203",1570.71,2596.15
"2204",1571.93,2608.84
"2205",1588.67,2671.01
"2206",1584.94,2693.46
"2207",1597.35,2678.27
"2208",1601.08,2703.31
"2209",1597.52,2705.97
"2210",1571.85,2685.69
"2211",1570.63,2623.03
"2212",1537.82,2617.15
"2213",1539.23,2580.41
"2214",1547.97,2556.19
"2215",1524.99,2556.06
"2216",1518.5,2559.69
"2217",1542.66,2588.83
"2218",1512.59,2556.59
"2219",1501.53,2546.84
"2220",1447.14,2514.56
"2221",1459.92,2469.16
"2222",1471.12,2452.33
"2223",1470.88,2490.14
"2224",1462.45,2454.19
"2225",1443.61,2386.22
"2226",1464.47,2399.13
"2227",1451.93,2371.56
"2228",1435.57,2395.96
"2229",1463.88,2405.05
"2230",1487.71,2484.68
"2231",1483.56,2504.95
"2232",1474.92,2493.12
"2233",1460.95,2409.38
"2234",1470.28,2444.37
"2235",1476.64,2488.69
"2236",1465.06,2440.75
"2237",1408.98,2362.87
"2238",1388.3,2310.45
"2239",1293.9,2310.45
"2240",1343.94,2275.52
"2241",1339.14,2304.88
"2242",1328.07,2253.32
"2243",1316.81,2274.59
"2244",1316.81,2354.03
"2245",1383.92,2352.79
"2246",1360.66,2338.28
"2247",1325.51,2261.38
"2248",1364.95,2253.46
"2249",1393.17,2320.52
"2250",1403.94,2326.3
"2251",1414.59,2330.68
"2252",1378.68,2260.74
"2253",1380.34,2226.69
"2254",1385.51,2199.13
"2255",1393.28,2248.92
"2256",1442.66,2298
"2257",1411.04,2277.27
